,file_name,total_RNAs
0,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_0.npz,3818
1,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_1.npz,2072
2,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_2.npz,51
3,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_3.npz,3506
4,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_4.npz,146
5,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_5.npz,16
6,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_6.npz,514
7,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_7.npz,194
8,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_8.npz,4
9,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_0.npz,7016
10,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_1.npz,4114
11,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_2.npz,1675
12,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_3.npz,3439
13,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_4.npz,2596
14,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_5.npz,2446
15,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_6.npz,4065
16,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_7.npz,5140
17,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_8.npz,3323
18,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_9.npz,1029
19,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_10.npz,2615
20,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_11.npz,2482
21,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_12.npz,6
22,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_13.npz,117
23,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_14.npz,2227
24,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_15.npz,953
25,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_16.npz,763
26,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_17.npz,900
27,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_18.npz,1203
28,20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_19.npz,2384
